"","name","cbprofile","totalfunding","totalfundingcurrency","ipostatus","lastfundingtype","employees","industries","headquarters","description","transactionname","tnamelink","founders","website","companytype","email","revenue","yearfounded","lastfunding","lastfundingcurrency","industrygroup","status","lastfundingdate"
"4628","BlockFrauds","https://www.crunchbase.com/organization/blockfrauds",50000,"GBP","Private","Seed","1-10","Artificial Intelligence, Big Data, Data Center Automation, Machine Learning","London, England, United Kingdom","BlockFrauds develops big data management software to simplify workflows and build business resilience.",NA,NA,NA,"https://www.fardoesoftware.co.uk/","For Profit",NA,NA,"2019",NA,NA,"Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software","Active",2022-05-09
"4629","Vivify","https://www.crunchbase.com/organization/vivify-beauty",7e+05,"GBP","Private","Seed","1-10","Beauty, E-Commerce, Marketplace","Harrogate, North Yorkshire, United Kingdom","Vivify operates as a beauty marketplace platform.",NA,NA,"Kirstie Looms, Michael Tilley","https://www.vivifytreatments.com/","For Profit",NA,NA,"2019",7e+05,"GBP","Commerce and Shopping, Consumer Goods","Active",2020-07-16
"4630","The Luxè Week","https://www.crunchbase.com/organization/the-luxè-week",82285,"GBP","Private","Pre-Seed","1-10","Tourism, Travel","London, England, United Kingdom","Technology Travel Agency",NA,NA,"Abuzar Sultan, Michael Nene, Sam Rankin","https://www.theluxeweek.com/","For Profit","enquiries@theluxeweek.com",NA,"2019",82285,"GBP","Travel and Tourism","Active",2019-09-01
"4631","Treeapp","https://www.crunchbase.com/organization/treeapp",NA,"USD","Private","Pre-Seed","1-10","CleanTech, GreenTech, Software, Sustainability","London, England, United Kingdom","Treeapp is a mobile app that enables anyone to plant a tree for free every day in less than a minute.",NA,NA,"Godefroy Harito, Jules Buker, Leo King Leong Ng","https://www.thetreeapp.org","For Profit","hello@thetreeapp.org",NA,"2019",NA,NA,"Software, Sustainability","Active",2021-05-14
"4632","CuroCarers","https://www.crunchbase.com/organization/curocarers",30000,"GBP","Private","Pre-Seed","1-10","Assisted Living, Assistive Technology, Health Care, Nursing and Residential Care, Software","London, England, United Kingdom","CuroCarers is an employee wellness platform that enables caregivers to control their own well-being and flourish at work.",NA,NA,"Hannah Lavender-Jones, Krishani Ranjan, Matt Pullen","https://www.curocarers.com","For Profit","hello@curocarers.com",NA,"2019",30000,"GBP","Health Care, Software","Active",2021-02-07
"4633","Atypical Cosmetics","https://www.crunchbase.com/organization/atypical-cosmetics",150000,"GBP","Private","Pre-Seed","1-10","Beauty, Cosmetics","Glasgow, Glasgow City, United Kingdom","Atypical Cosmetics operates a skincare brand that provides customized personal care products.",NA,NA,NA,"https://www.atypicalcosmetics.com",NA,NA,NA,"2019",150000,"GBP","Consumer Goods","Active",2022-03-15
"4634","FjordStrong","https://www.crunchbase.com/organization/fjordstrong",316000,"GBP","Private","Seed","1-10","Environmental Consulting, Marine Technology","Portaferry, Staffordshire, United Kingdom","FjordStrong is a marine biodiversity technology company that has developed an underwater survey system.",NA,NA,"Ruairí Gallagher","https://www.fjordstrong.com/","For Profit","info@fjordstrong.com",NA,"2019",316000,"GBP","Professional Services, Science and Engineering","Active",2021-05-06
"4635","E4-3D ENGINEERING FOR ADDITIVE MANUFACTURING LTD","https://www.crunchbase.com/organization/e4-3d-engineering-for-additive-manufacturing-ltd",150000,"USD","Private","Pre-Seed","1-10","E-Commerce, Marketplace","Blackpool, Blackpool, United Kingdom","E4-3D is a E-commerce marketplace for sale of 3D printing licenses of certified digital parts and coordinates certified 3D printing service.",NA,NA,"Irma Gilbert, Paul Gilbert","https://e4-3d.com/","For Profit","irma@e4-3d.com",NA,"2019",150000,"USD","Commerce and Shopping","Active",2021-12-07
"4636","Scallop","https://www.crunchbase.com/organization/scallop",NA,"USD","Private","Seed","11-50","Banking, Cryptocurrency, Financial Services, PaaS","Bromley, Bromley, United Kingdom","Scallop is a defi powered neo-bank that offers a platform to manage digital money with a flexible, simple, and easy approach.",NA,NA,"Mindy Bejawn, Raj Bagadi","https://scallopx.com","For Profit",NA,"Less than $1M","2019",NA,NA,"Financial Services, Lending and Investments, Payments, Software","Active",2021-10-26
"4637","hato*","https://www.crunchbase.com/organization/hato",79000,"USD","Private","Pre-Seed","11-50",NA,"London, England, United Kingdom","Aggregator  telecommunication and telemarketing services",NA,NA,"Denis Smirnov, Evgeny Angelutsa, Tristan Craken, Vlaicu Cernei","https://www.hato.global","For Profit","info@hato.global",NA,"2019",50000,"USD",NA,"Active",2019-05-30
"4638","Creatr","https://www.crunchbase.com/organization/creatr-28a5",170000,"GBP","Private","Pre-Seed","1-10","Music","London, England, United Kingdom","Platform for music creatives to regain control of their rights, be empowered through data and get the credit they deserve.",NA,NA,"Henry Marsden","https://www.creatrclub.com","For Profit","info@creatrclub.com",NA,"2019",170000,"GBP","Media and Entertainment, Music and Audio","Active",2020-12-22
"4639","Metrikus","https://www.crunchbase.com/organization/metrikus",NA,"USD","Private","Series A","51-100","Facility Management, Internet of Things, Property Management, Smart Building, Smart Cities, Software, Wellness","London, England, United Kingdom","A building efficiency platform that helps organizations to make their building space more efficient, productive, and sustainable",NA,NA,"Adrian Purvis, Gary Cottle, Juan Quintas, Michael Grant","https://metrikus.io/","For Profit","info@metrikus.io",NA,"2019",NA,NA,"Health Care, Internet Services, Real Estate, Software","Active",2020-11-26
"4640","Chemicle","https://www.crunchbase.com/organization/chemicle",132000,"USD","Private","Seed","1-10","Chemical, Chemical Engineering","London, England, United Kingdom","Building a green pathway to turn a polluting waste into new resources for a cleaner chemical industry.",NA,NA,"Alessandro Toni, Riccardo Bacile","https://ww.chemicle.co.uk","For Profit","atoni@chemicle.co.uk",NA,"2019",NA,NA,"Science and Engineering","Closed",2019-10-10
"4641","KYC Hub","https://www.crunchbase.com/organization/kyc-hub",NA,"USD","Private","Seed","11-50","Artificial Intelligence","London, England, United Kingdom","KYC Hub is an automate compliance and manage the risk of financial crime using AI and data intelligence.",NA,NA,"Farnoush Mirmoeini, Jay Rao","https://www.kychub.com","For Profit",NA,"$1M to $10M","2019",NA,NA,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software","Active",2020-04-04
"4642","Setinty","https://www.crunchbase.com/organization/fenapay",50000,"GBP","Private","Seed","11-50","E-Commerce","London, England, United Kingdom","Setinty is an information technology company that helps people to enjoy secondhand shopping.",NA,NA,"Darlington Egbor","https://www.setinty.com","For Profit","hello@setintymail.com",NA,"2019",50000,"GBP","Commerce and Shopping","Active",2022-01-04
"4643","Herbal Essentials","https://www.crunchbase.com/organization/herbal-essentials",4e+05,"GBP","Private","Seed","1-10","Beauty, Cosmetics","London, England, United Kingdom","Herbal Essentials is an award-winning natural skincare line boosting skin health through unique plant based actives and mineral rich water.",NA,NA,"Aly Rahimtoola","https://herbal-essentials.com","For Profit","aly@herbal-essentials.com","$1M to $10M","2019",4e+05,"GBP","Consumer Goods","Active",2020-11-01
"4644","ThyReality","https://www.crunchbase.com/organization/thyreality-2f7e",8e+05,"GBP","Private","Pre-Seed","51-100",NA,"London, England, United Kingdom","Invested in ThyReality",NA,NA,NA,"https://www.thyreality.com","For Profit","contact@thyreality.com",NA,"2019",8e+05,"GBP",NA,"Active",2019-07-29
"4645","The French Factory","https://www.crunchbase.com/organization/the-french-factory",1e+06,"GBP","Private","Seed","1-10","E-Commerce, Food and Beverage","London, England, United Kingdom","We are a modern version of a French bakery, redesigned to cater to the most discerning of taste buds.",NA,NA,"Jonathan Penna, Jonathan Penna",NA,"For Profit",NA,NA,"2019",1e+06,"GBP","Commerce and Shopping, Food and Beverage","Active",2019-03-01
"4646","Blink Solutions","https://www.crunchbase.com/organization/blink-solutions",1e+06,"GBP","Private","Pre-Seed","1-10","Electronics, Information Technology, Messaging","London, England, United Kingdom","The one-stop shop website testing solution",NA,NA,NA,NA,"For Profit",NA,NA,"2019",1e+06,"GBP","Consumer Electronics, Hardware, Information Technology, Internet Services, Messaging and Telecommunications","Active",2019-06-15
"4647","Exactly.com","https://www.crunchbase.com/organization/exactly-com",NA,"USD","Private","Private Equity","11-50","E-Commerce, Financial Services, Information Technology, Payments, Software, Transaction Processing","Saint Albans, Hertford, United Kingdom","Exactly is a finance company for business, which offers payments processing for all digital business.",NA,NA,NA,"https://exactly.com/","For Profit","info@exactly.com","$1M to $10M","2019",NA,NA,"Commerce and Shopping, Financial Services, Information Technology, Payments, Software","Active",1995-01-01
"4648","WithU","https://www.crunchbase.com/organization/withu",NA,"USD","Private","Seed","11-50",NA,"London, England, United Kingdom","WithU is an online platform for personal training.",NA,NA,"Edward Hewett, Steve Clarke","https://withutraining.com","For Profit","support@withutraining.com",NA,"2019",NA,NA,NA,"Active",2020-11-25
"4649","Gofigo","https://www.crunchbase.com/organization/gofigo",110000,"USD","Private","Pre-Seed","1-10","Architecture, Interior Design, Real Estate","London, England, United Kingdom","Gofigo is a designer, a property developer and an architect that offers architectural visualisations.",NA,NA,NA,"https://www.gofigo.co/","For Profit",NA,NA,"2019",110000,"USD","Design, Real Estate","Active",2019-07-30
"4650","Regeo","https://www.crunchbase.com/organization/regeo",50000,"GBP","Private","Pre-Seed","1-10","Information Technology, Internet, Machine Learning, Software","London, England, United Kingdom","Regeo is a proptech using machine learning to help property actors evaluate real estate assets. We are a SaaS with corporate clients.",NA,NA,"Steven Garner","https://regeo.co","For Profit",NA,"$1M to $10M","2019",50000,"GBP","Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Software","Active",2019-07-01
"4651","Hostarium","https://www.crunchbase.com/organization/hostarium",1e+05,"GBP","Private","Pre-Seed","1-10","Cloud Computing, Developer APIs, Information Technology, Internet, PaaS, Web Hosting","London, England, United Kingdom","Hostarium's unique platform provides scalable, affordable hosting solutions using the power of Google Cloud",NA,NA,"Bruce Taylor, Dominic Taylor","https://www.hostarium.com","For Profit","dom@hostarium.com","$1M to $10M","2019",1e+05,"GBP","Information Technology, Internet Services, Software","Active",2019-01-09
"4652","MyAhmed","https://www.crunchbase.com/organization/myahmed",NA,"USD","Private","Pre-Seed","1-10","Financial Services, FinTech","London, England, United Kingdom","MyAhmed is a digital bank + robo-advisor helping Muslims with their financial needs",NA,NA,"Jad Salha, Kareem Ghazal","https://www.myahmed.com/","For Profit",NA,NA,"2019",NA,NA,"Financial Services","Active",2020-06-01
"4653","Signaloid","https://www.crunchbase.com/organization/signaloid",NA,"USD","Private","Pre-Seed","11-50","Cloud Computing, Information Technology, Software","Cambridge, Cambridgeshire, United Kingdom","Signaloid is a cloud-based computing platform.",NA,NA,"Phillip Stanley-Marbell","https://www.signaloid.ai/","For Profit",NA,NA,"2019",NA,NA,"Information Technology, Internet Services, Software","Active",2022-02-21
"4654","Circle","https://www.crunchbase.com/organization/circle-9e99",70000,"GBP","Private","Pre-Seed","1-10","Social Media","Keighley, Bradford, United Kingdom","Local social media platform that connects the community members to its local elected officials.",NA,NA,"Jeremy Allaire, Mohammed Urfan","http://www.joincircle.com","For Profit","mu@joincircle.co.uk",NA,"2019",70000,"GBP","Internet Services, Media and Entertainment","Active",2020-03-05
"4655","Beagle","https://www.crunchbase.com/organization/beagle-29aa",365099,"GBP","Private","Pre-Seed","1-10",NA,"London, England, United Kingdom","Beagle is a sustainable shopping platform that provides access to exclusive savings, deals, rewards, and discovery.",NA,NA,"Tara Button","https://joinbeagle.com/","For Profit","hello@joinbeagle.com",NA,"2019",365099,"GBP",NA,"Active",2021-12-24
"4656","PlayLa.bZ CIC","https://www.crunchbase.com/organization/playla-bz-cic",50000,"GBP","Private","Pre-Seed",NA,"Art","London, England, United Kingdom","Multi-dimensional Motion Arts :// GenieMo® - DIY Spatial social-cast experiences for social good #SpatialCadetZ.",NA,NA,"James Edward Marks, Marius Matesan","https://playla.bz","For Profit","jem@playla.bz",NA,"2019",50000,"GBP","Media and Entertainment","Active",2020-06-01
"4657","Cannamplify","https://www.crunchbase.com/organization/cannamplify",5e+05,"USD","Private","Pre-Seed","1-10","Brand Marketing, Cannabis, E-Commerce","London, England, United Kingdom","We are a strategic and creative, cannabis brand owner and manager, working at the crossroads of marketing, sales and distribution.",NA,NA,"Jeff Jones","https://cannamplify.com/","For Profit","hello@cannamplify.com",NA,"2019",5e+05,"USD","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Sales and Marketing","Active",2019-05-01
"4658","Handl","https://www.crunchbase.com/organization/handl-88fa",30000,"GBP","Private","Pre-Seed","1-10","Automotive","Aberdeen, Aberdeen City, United Kingdom","Handl is an online platform for vehicle & fleet servicing.",NA,NA,"Eddie Caldwell, Jonathan Knapper","https://www.handlauto.com","For Profit","hello@handlauto.com",NA,"2019",30000,"GBP","Transportation","Active",2019-05-31
"4659","afi.to","https://www.crunchbase.com/organization/afi-to",150000,"USD","Private","Seed","1-10","B2B, Communities, E-Commerce, Marketing, Mobile, PaaS, SaaS","London, England, United Kingdom","Afi.to provides white-label solutions for client gamification, influence platform, affiliation platform, and online shopping club.",NA,NA,"Denis Kuchur, Szymon Bolczyk","https://afi.to","For Profit","info@afi.to",NA,"2019",1e+05,"USD","Commerce and Shopping, Community and Lifestyle, Mobile, Other, Sales and Marketing, Software","Active",2019-08-10
"4660","Sweqlink","https://www.crunchbase.com/organization/sweqlink",50000,"GBP","Private","Seed","1-10",NA,"Manchester, Manchester, United Kingdom","Sweqlink is a matchmaking platform focussed solely on creating sweat equity partnerships.",NA,NA,"Judy Leung","https://www.sweqlink.com","For Profit","hello@sweqlink.com",NA,"2018",50000,"GBP",NA,"Active",2022-09-23
"4661","Dormoa","https://www.crunchbase.com/organization/dormoa",140000,"GBP","Private","Seed","1-10","Travel","London, England, United Kingdom","Dormoa is a vacation rental listing channel that is intended to provide consumers with carefully chosen vacation rental accommodations.",NA,NA,"Silvia Montini","https://dormoa.com","For Profit","info@dormoa.com",NA,"2019",140000,"GBP","Travel and Tourism","Active",2020-01-01
"4662","Kankan","https://www.crunchbase.com/organization/kankan-6f2d",50000,"GBP","Private","Seed","1-10","Beauty, Manufacturing, Packaging Services","London, England, United Kingdom","Kankan is a personal care product manufacturing company that aims to provide a no-cost alternative to single-use plastics in the bathroom.",NA,NA,NA,"https://www.kankan.london","For Profit","hello@kankan.london","$1M to $10M","2019",50000,"GBP","Administrative Services, Consumer Goods, Manufacturing","Active",2022-08-05
"4663","Hokan","https://www.crunchbase.com/organization/hokan-43c2",250000,"EUR","Private","Seed","1-10",NA,"London, England, United Kingdom","Hokan is a software development company that provides a cryptographic custody solution.",NA,NA,NA,"https://hokan.co/","For Profit",NA,NA,"2019",250000,"EUR",NA,"Active",2019-05-05
"4664","Catapillr","https://www.crunchbase.com/organization/catapillr",20000,"GBP","Private","Seed","1-10","Information Technology, Marketplace","Southampton, Southampton, United Kingdom","Partnering with employers to improve employee wellbeing by making childcare more affordable & easier to manage.",NA,NA,"Phil Robinson","https://catapillr.com","For Profit","phil@catapillr.com",NA,"2019",20000,"GBP","Commerce and Shopping, Information Technology","Active",2019-06-01
"4665","Paddle","https://www.crunchbase.com/organization/paddle-2510",150000,"GBP","Private","Pre-Seed","1-10","Apps, Home Improvement, Marketplace","London, England, United Kingdom","Local Tradespeople On-Demand",NA,NA,"Ben Milton, Mark Fraser","https://just-paddle.com","For Profit","enquiries@justpaddle.com",NA,"2019",150000,"GBP","Apps, Commerce and Shopping, Real Estate, Software","Active",2019-05-01
"4666","Goodfind","https://www.crunchbase.com/organization/goodfind",50000,"GBP","Private","Seed","1-10","Advertising, Business Development, Digital Media","London, England, United Kingdom","Goodfind is an advertising firm that allows shoppers to find brands that are doing good things.",NA,NA,NA,"https://www.goodfind.io",NA,"hey@goodfind.io",NA,"2019",50000,"GBP","Advertising, Media and Entertainment, Professional Services, Sales and Marketing","Active",2022-09-26
"4667","The Box Hut","https://www.crunchbase.com/organization/the-box-hut",15000,"GBP","Private","Pre-Seed","1-10","E-Commerce, Marketplace, Subscription Service","Preston, Lancashire, United Kingdom","UK based Subscription Box Marketplace",NA,NA,"Jack Mallon","https://theboxhut.com","For Profit","Business@theboxhut.com","$1M to $10M","2019",15000,"GBP","Commerce and Shopping, Other","Active",2019-05-10
"4668","Event Store","https://www.crunchbase.com/organization/event-store",NA,"USD","Private","Seed","11-50","Database","Bath, Bath and North East Somerset, United Kingdom","Event Store is a stream database built from the ground up for event sourcing.",NA,NA,"Greg Young","https://www.eventstore.com","For Profit","info@eventstore.com",NA,"2019",NA,NA,"Data and Analytics, Software","Active",2020-08-05
"4669","EvoluteIQ - A low-code/no-code hyperautomation enablement platform","https://www.crunchbase.com/organization/evoluteiq",NA,"USD","Private","Series A","101-250","Artificial Intelligence","London, England, United Kingdom","The e.IQ platform is a hyperautomation enablement solution with a comprehensive feature set designed to help enterprises",NA,NA,"Sameet Gupte","https://www.evoluteiq.com/","For Profit","blr@evoluteiq.com",NA,"2019",NA,NA,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software","Active",2019-07-31
"4670","GetHarley","https://www.crunchbase.com/organization/getharley",NA,"USD","Private","Pre-Seed","11-50","Consulting, Cosmetics, Health Care, Wellness","London, England, United Kingdom","GetHarley provides personalized end-to-end care for every type of skin.",NA,NA,NA,"http://www.getharley.com/","For Profit","hello@getharley.com",NA,"2019",NA,NA,"Consumer Goods, Health Care, Professional Services","Active",2019-06-01
"4671","Plum Mail","https://www.crunchbase.com/organization/plummail",150000,"USD","Private","Seed","1-10","Email, Information and Communications Technology (ICT), Messaging","Exeter, Devon, United Kingdom","Plum Mail is an alternative email solution that lets users do more from their existing email addresses.",NA,NA,"Peter Saxton, Richard Shepherd","https://plummail.co/","For Profit","yesplease@plummail.co","Less than $1M","2019",150000,"USD","Information Technology, Internet Services, Messaging and Telecommunications","Active",2020-08-25
"4672","Odin Vision","https://www.crunchbase.com/organization/odin-vision",NA,"USD","Private","Pre-Seed","11-50","Artificial Intelligence, Health Care, Medical","London, England, United Kingdom","Odin Vision develops cloud AI-enabled applications for endoscopic procedures.","Odin Vision acquired by Olympus","https://www.crunchbase.com/acquisition/olympus-corporation-acquires-odin-vision--16de73da",NA,"https://odin-vision.com","For Profit","info@odin-vision.com","Less than $1M","2019",NA,NA,"Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software","Active",2020-06-02
"4673","Peazi","https://www.crunchbase.com/organization/peazi",5e+05,"GBP","Private","Pre-Seed","1-10","Apps, Food Delivery","Manchester, Manchester, United Kingdom","Peazi is a food-tech platform to order food and drink easily.",NA,NA,NA,"https://www.peazi.app",NA,"hey@peazi.app",NA,"2019",5e+05,"GBP","Apps, Food and Beverage, Software, Transportation","Active",2022-04-05
"4674","PolyProx","https://www.crunchbase.com/organization/polyprox-therapeutics",4400000,"GBP","Private","Seed","1-10","Biotechnology, Health Care, Therapeutics","Cambridge, Cambridgeshire, United Kingdom","PolyProx Therapeutics is a developer of a novel class of drug intended to provide new therapies for cancer treatment.",NA,NA,"Laura S Itzhaki","https://www.polyprox.com/","For Profit","info@polyprox.com","Less than $1M","2019",1e+06,"GBP","Biotechnology, Health Care, Science and Engineering","Active",2020-03-02
"4675","Halocycle","https://www.crunchbase.com/organization/halocycle",150000,"GBP","Private","Pre-Seed","1-10","Environmental Consulting, Recycling, Waste Management","London, England, United Kingdom","Halocycle is a waste management company that provides solution to the plastics problem.",NA,NA,NA,"https://www.halocycle.co.uk",NA,"dmin@halocycle.co.uk",NA,"2019",150000,"GBP","Professional Services, Sustainability","Active",2022-01-26
"4676","TrustedTrip","https://www.crunchbase.com/organization/trustedtrip",325000,"GBP","Private","Pre-Seed","1-10","Consumer Reviews, Hospitality, SaaS, Travel","Fleet, Hampshire, United Kingdom","SaaS Travel & Hospitality Verified Review & Feedback Solutions",NA,NA,"Chris Brown, Stewart Chesterton","https://www.trustedtrip.com/","For Profit","info@trustedtrip.com","$1M to $10M","2019",325000,"GBP","Commerce and Shopping, Software, Travel and Tourism","Active",2019-10-01
"4677","Nestful","https://www.crunchbase.com/organization/silver-sharers",30000,"GBP","Private","Pre-Seed","1-10","Marketplace, Rental Property","London, England, United Kingdom","Nestful is a marketplace that helps homeowners reduce social isolation by matching them with compatible long-term lodgers.",NA,NA,"Steven Glasper, Suzanne Noble","https://www.nestful.io","For Profit","info@silversharers.com",NA,"2019",30000,"GBP","Commerce and Shopping, Real Estate","Active",2020-04-01
"4678","Simply People","https://www.crunchbase.com/organization/simply-people",13258,"GBP","Private","Seed","1-10",NA,"Liverpool, Liverpool, United Kingdom","A community platform enabling occupational health providers to network, generate new business and up-skill their teams.",NA,NA,NA,"https://www.simply-people.co.uk/","For Profit",NA,NA,"2019",13258,"GBP",NA,"Active",2022-03-31
"4679","Bippit","https://www.crunchbase.com/organization/bippit",NA,"USD","Private","Pre-Seed","11-50","Financial Services, FinTech","London, England, United Kingdom","Helping businesses go beyond the paycheck for their employees",NA,NA,"Erich Schudt, Grace Tolley-Smith, Samuel Lathey","https://www.bippit.com/","For Profit",NA,NA,"2019",NA,NA,"Financial Services","Active",2021-04-05
"4680","Lookport","https://www.crunchbase.com/organization/lookport",NA,"USD","Private","Seed","11-50","Broadcasting, Events, Video on Demand, Video Streaming, Virtual Reality","London, England, United Kingdom","Lookport is a platform for VR-streaming service.",NA,NA,"Alex Wolf","https://lookport.live/","For Profit","info@lookport.live",NA,"2019",NA,NA,"Content and Publishing, Events, Hardware, Media and Entertainment, Software, Video","Active",2023-02-27
"4681","Potato - Be in to be out","https://www.crunchbase.com/organization/potato-be-in-to-be-out",20000,"GBP","Private","Pre-Seed","1-10","Software","Edinburgh, Edinburgh, City of, United Kingdom","Potato is a social media app that allows you to make plans in the simplest way possible.",NA,NA,"Faisal Barakat, Mohamed Elkashlan","https://www.whichpotato.com","For Profit","contact@whichpotato.com",NA,"2019",20000,"GBP","Software","Active",2021-03-13
"4682","Chemify","https://www.crunchbase.com/organization/chemify",NA,"USD","Private","Seed","1-10","Manufacturing","Glasgow, Glasgow City, United Kingdom","Chemify is a chemistry and chemical discovery digitisation platform.",NA,NA,NA,"https://www.chemify.io/","For Profit",NA,NA,"2019",NA,NA,"Manufacturing","Active",2022-02-01
"4683","Exploration & Testing Associates","https://www.crunchbase.com/organization/exploration-testing-associates",2e+05,"GBP","Private","Seed","11-50","Civil Engineering, Construction","Durham, Durham, United Kingdom","Exploration & Testing Associates engages in ground investigation and materials testing sectors.",NA,NA,"Kenneth Marsh","http://explorationtesting.uk/","For Profit",NA,NA,"2019",50000,"GBP","Real Estate, Science and Engineering","Active",2021-01-26
"4684","Corn Exchange Crickhowell","https://www.crunchbase.com/organization/corn-exchange-crickhowell",504050,"GBP","Private","Seed","1-10","Finance, Property Management, Retail","Brecon, Powys, United Kingdom","Corn Exchange Crickhowell is a community buyout of a pub under threat from a supermarket - now being converted into shops and flats to let.",NA,NA,NA,"http://cornexchangecrickhowell.co.uk","For Profit","keepcrickunique@gmail.com","$1M to $10M","2019",504050,"GBP","Commerce and Shopping, Financial Services, Real Estate","Active",2015-12-08
"4685","Procordr","https://www.crunchbase.com/organization/procordr",80000,"GBP","Private","Pre-Seed","1-10","Software","London, England, United Kingdom","Procordr is a risk management governance and reporting software.",NA,NA,NA,"https://procordr.com","For Profit",NA,NA,"2019",80000,"GBP","Software","Active",2020-08-01
"4686","Odin","https://www.crunchbase.com/organization/odin-7b2f",NA,"USD","Private","Seed","1-10",NA,"London, England, United Kingdom","Odin is a social investment platform, to democratise access to venture capital by allowing users to invest in indices.",NA,NA,"Mary Lin, Patrick Ryan","https://joinodin.com/","For Profit",NA,NA,"2019",NA,NA,NA,"Active",2021-07-29
"4687","Phycobloom","https://www.crunchbase.com/organization/phycobloom",NA,"USD","Private","Seed","1-10","Biofuel, Biotechnology","London, England, United Kingdom","Phycobloom is a biotechnology company engineering algae that will enable cheap, carbon-neutral biofuels.",NA,NA,"Ian Hu, John C. Waite","https://www.phycobloom.com/","For Profit","info@phycobloom.com",NA,"2019",NA,NA,"Biotechnology, Energy, Natural Resources, Science and Engineering, Sustainability","Active",2021-01-14
"4688","Battlestars","https://www.crunchbase.com/organization/battlestars",44000,"GBP","Private","Pre-Seed","1-10",NA,"Birmingham, Birmingham, United Kingdom","Battlestars is an esports and video gaming platform.",NA,NA,"Gurpreet Due, Silviu Hogasi","http://www.battlestars.co","For Profit","info@battlestars.co","$1M to $10M","2019",44000,"GBP",NA,"Active",2019-08-19
"4689","CompAir","https://www.crunchbase.com/organization/compair-a0b3",30000,"GBP","Private","Pre-Seed",NA,"Manufacturing, Pollution Control","London, England, United Kingdom","CompAir is a manufacturer of portable air pollution monitors that can detect, measure, and disclose air pollution.",NA,NA,"Guy Monson, Mike Coombes","https://www.compair.earth/","For Profit","hello@compair.earth",NA,"2019",30000,"GBP","Manufacturing, Sustainability","Active",2020-09-16
"4690","EasyA","https://www.crunchbase.com/organization/easya",NA,"USD","Private","Pre-Seed","11-50",NA,"London, England, United Kingdom","Bringing the next 1B students into Web3",NA,NA,"Dom Kwok, Phil Kwok","https://www.easya.io","For Profit","hello@easya.io",NA,"2019",NA,NA,NA,"Active",2019-09-15
"4691","Adlocate.io","https://www.crunchbase.com/organization/adlocate-io",65000,"USD","Private","Pre-Seed","1-10","Digital Media, Digital Signage, Predictive Analytics, Software, Wireless","London, England, United Kingdom","Adlocate merges in-store movement and queue flow from location data to safely make shopping, eating and travelling possible again",NA,NA,"Andrew Cameron-Douglas, Nicolai Thomson","https://adlocate.io","For Profit","hello@adlocate.io",NA,"2019",65000,"USD","Artificial Intelligence, Data and Analytics, Hardware, Media and Entertainment, Mobile, Sales and Marketing, Software","Active",2019-08-19
"4692","Picocom","https://www.crunchbase.com/organization/picocom",NA,"USD","Private","Series C","1-10","Infrastructure, Semiconductor, Software","Bristol, Bristol, City of, United Kingdom","Picocom is a 5G open RAN baseband semiconductor and software specialist.",NA,NA,NA,"http://www.picocom.com/","For Profit","info@picocom.com",NA,"2019",NA,NA,"Hardware, Other, Science and Engineering, Software","Active",2022-10-12
"4693","Noir Food","https://www.crunchbase.com/organization/noir-food",120000,"USD","Private","Pre-Seed","1-10","Food and Beverage, Wine And Spirits","London, England, United Kingdom","Noir Food is a food and beverage company.",NA,NA,"Max Blazon","https://www.noirfood.com/","For Profit","concierge@noirfood.com",NA,"2019",120000,"USD","Food and Beverage","Closed",2019-07-15
"4694","Deployed","https://www.crunchbase.com/organization/deployed",NA,"USD","Private","Series A","11-50","SaaS, Software","London, England, United Kingdom","A collaborative work authoring platform that makes it simple to define work, for projects that start smarter and finish stronger.",NA,NA,"Emma Rees, Jamie Gannaway, Kayleigh Kuptz","https://www.deployed.co","For Profit","hello@deployed.co",NA,"2019",NA,NA,"Software","Active",2022-11-11
"4695","kidcrowd UK","https://www.crunchbase.com/organization/kidcrowd-uk",12000,"GBP","Private","Pre-Seed","1-10","Gift","Huddersfield, Kirklees, United Kingdom","Kidcrowd is an online gifting platform that saves parents time, reduces gifting waste, and teaches kids the value of money.",NA,NA,"Melissa Roberts","https://kidcrowd.co.uk/","For Profit","hello@kidcrowd.co.uk",NA,"2019",12000,"GBP","Commerce and Shopping","Active",2020-02-01
"4696","Rapitation","https://www.crunchbase.com/organization/rapitation",20000,"GBP","Private","Seed","1-10","Health Care, Music, Music Education","London, England, United Kingdom","Rapitation is a rap music meditation movement changing the face of mindfulness.",NA,NA,"Ariana Alexander-Sefre","https://www.rapitation.com/","For Profit",NA,NA,"2019",20000,"GBP","Education, Health Care, Media and Entertainment, Music and Audio","Closed",2019-11-01
