"","id","title","assignee","author","prioritydate","filingdate","publicationdate","grantdate","link","representativelink","city"
"4290","GB-202301059-D0","PHD inhibitors","Univ Oxford Innovation Ltd",NA,2023-01-25,2023-01-25,2023-03-08,NA,"https://patents.google.com/patent/GB202301059D0/en",NA,"Oxford"
"4291","CA-3178261-A1","Enhancement of productivity in c3 plants","Ross HENDRON, Enrique Lopez-Juez, Oxford University Innovation Limited, Steven Kelly","Ross HENDRON, Enrique Lopez-Juez, Steven Kelly",2020-05-20,2021-05-18,2021-11-25,NA,"https://patents.google.com/patent/CA3178261A1/en",NA,"Oxford"
"4292","GB-202300873-D0","Antibodies","Univ Oxford Innovation Ltd",NA,2023-01-20,2023-01-20,2023-03-08,NA,"https://patents.google.com/patent/GB202300873D0/en",NA,"Oxford"
"4293","GB-202219855-D0","Affinity capture reagents for mass spectrometry","Univ Oxford Innovation Ltd",NA,2022-12-30,2022-12-30,2023-02-15,NA,"https://patents.google.com/patent/GB202219855D0/en",NA,"Oxford"
"4294","GB-202219102-D0","Method","Univ Oxford Innovation Ltd",NA,2022-12-16,2022-12-16,2023-02-01,NA,"https://patents.google.com/patent/GB202219102D0/en",NA,"Oxford"
"4295","GB-202219021-D0","Microscopy Of Biological Samples","Univ Oxford Innovation Ltd",NA,2022-12-16,2022-12-16,2023-02-01,NA,"https://patents.google.com/patent/GB202219021D0/en",NA,"Oxford"
"4296","GB-202219095-D0","MOF composite","Univ Oxford Innovation Ltd",NA,2022-12-16,2022-12-16,2023-02-01,NA,"https://patents.google.com/patent/GB202219095D0/en",NA,"Oxford"
"4297","GB-202218385-D0","Parallel in-memory photonic computing using continuous-time data representation","Univ Oxford Innovation Ltd",NA,2022-12-07,2022-12-07,2023-01-18,NA,"https://patents.google.com/patent/GB202218385D0/en",NA,"Oxford"
"4298","EP-4121823-A1","Oscillation device","Oxford University Innovation Limited","Andrew Briggs, Edward Laird, Kyriakos Porfyrakis",2020-03-16,2021-03-16,2023-01-25,NA,"https://patents.google.com/patent/EP4121823A1/en",NA,"Oxford"
"4299","EP-4118100-A1","System for covalently linking proteins","Oxford University Innovation Limited","Mark Howarth, Arne Hagen August SCHEU, Ying Ting Sheryl LIM",2020-03-13,2021-03-12,2023-01-18,NA,"https://patents.google.com/patent/EP4118100A1/en",NA,"Oxford"
"4300","EP-4114515-A1","Generation of controllable magnetic stimuli","Oxford University Innovation Limited","Timothy Denison, Daniel James Rogers, Majid MEMARIAN SORKHABI",2020-03-05,2021-03-04,2023-01-11,NA,"https://patents.google.com/patent/EP4114515A1/en",NA,"Oxford"
"4301","GB-202218144-D0","Product","Univ Oxford Innovation Ltd",NA,2022-12-02,2022-12-02,2023-01-18,NA,"https://patents.google.com/patent/GB202218144D0/en",NA,"Oxford"
"4302","GB-202217924-D0","Antibodies","Univ Oxford Innovation Ltd",NA,2022-11-29,2022-11-29,2023-01-11,NA,"https://patents.google.com/patent/GB202217924D0/en",NA,"Oxford"
"4303","GB-202217923-D0","Antibodies","Univ Oxford Innovation Ltd",NA,2022-11-29,2022-11-29,2023-01-11,NA,"https://patents.google.com/patent/GB202217923D0/en",NA,"Oxford"
"4304","GB-202217726-D0","Crystalline compound","Univ Oxford Innovation Ltd",NA,2022-11-25,2022-11-25,2023-01-11,NA,"https://patents.google.com/patent/GB202217726D0/en",NA,"Oxford"
"4305","GB-202217510-D0","Method","Univ Oxford Innovation Ltd",NA,2022-11-23,2022-11-23,2023-01-04,NA,"https://patents.google.com/patent/GB202217510D0/en",NA,"Oxford"
"4306","GB-202216207-D0","Shortened cell-penetrating peptides","Univ Oxford Innovation Ltd",NA,2022-11-01,2022-11-01,2022-12-14,NA,"https://patents.google.com/patent/GB202216207D0/en",NA,"Oxford"
"4307","EP-4118189-A1","Method for identifying neo-antigens","Oxford University Innovation Limited","Ahmed Ashour AHMED, Donatien CHEDOM-FOTSO, Christopher YAU, Gennaro PROTA, Vincenzo Cerundolo, Uzi Gileadi",2020-03-13,2021-02-24,2023-01-18,NA,"https://patents.google.com/patent/EP4118189A1/en",NA,"Oxford"
"4308","EP-4097487-A1","Biomarkers","Oxford University Innovation Limited","Jeremy TOMLINSON, Ahmad MOOLLA",2020-01-31,2021-01-29,2022-12-07,NA,"https://patents.google.com/patent/EP4097487A1/en",NA,"Oxford"
"4309","GB-202216125-D0","Medical ventilator","Univ Oxford Innovation Ltd",NA,2022-10-31,2022-10-31,2022-12-14,NA,"https://patents.google.com/patent/GB202216125D0/en",NA,"Oxford"
"4310","EP-4093855-A1","Process for producing cardiomyocytes","Oxford University Innovation Limited","Ming Lei, Derek Terrar, Faizzan AHMAD",2020-01-22,2021-01-21,2022-11-30,NA,"https://patents.google.com/patent/EP4093855A1/en",NA,"Oxford"
"4311","GB-202215982-D0","A method for analysing a membrane protein","Univ Oxford Innovation Ltd, Thermo Fisher Scientific Inc, Omass Therapeutics Ltd",NA,2022-10-28,2022-10-28,2022-12-14,NA,"https://patents.google.com/patent/GB202215982D0/en",NA,"Oxford"
"4312","EP-4093547-A1","Gas flow and heat transfer apparatus","Oxford University Innovation Limited","Giacomo GORINI",2020-01-21,2021-01-21,2022-11-30,NA,"https://patents.google.com/patent/EP4093547A1/en",NA,"Oxford"
"4313","EP-4081790-A1","Sensor component and process for producing sensor component using electropolymerization","Oxford University Innovation Limited","Martin CASTELL, Krishnan MURUGAPPAN, Merel LEFFERTS, Ben ARMITAGE",2019-12-23,2020-12-21,2022-11-02,NA,"https://patents.google.com/patent/EP4081790A1/en",NA,"Oxford"
"4314","EP-3108225-A1","Electrochemical method and apparatus for detecting ph","Oxford University Innovation Limited","Richard Guy Compton, Min Lu",2014-02-17,2015-02-13,2016-12-28,NA,"https://patents.google.com/patent/EP3108225A1/en",NA,"Oxford"
"4315","EP-4052315-A1","Ionic liquids in lithium ion batteries","Oxford University Innovation Limited","Mauro Pasta, Albert W. XIAO",2019-10-30,2020-10-30,2022-09-07,NA,"https://patents.google.com/patent/EP4052315A1/en",NA,"Oxford"
"4316","EP-4033991-A1","Needle and uses thereof","Oxford University Innovation Limited","Manu Vatish, Radu CIMPEANU, Ektoras GEORGIOU, Alfonso Arturo CASTREJON-PITA",2019-09-25,2020-09-24,2022-08-03,NA,"https://patents.google.com/patent/EP4033991A1/en",NA,"Oxford"
"4317","EP-4034630-A1","Bioreactor chamber","Oxford University Innovation Limited","Pierre-Alexis MOUTHUY",2019-09-24,2020-09-23,2022-08-03,NA,"https://patents.google.com/patent/EP4034630A1/en",NA,"Oxford"
"4318","EP-3285651-A1","Patient positioning apparatus","Oxford University Innovation Limited","Thomas Hamilton, David Murray, Stephen MELLON, Hemant PANDIT",2015-04-24,2016-04-25,2018-02-28,NA,"https://patents.google.com/patent/EP3285651A1/en",NA,"Oxford"
"4319","EP-4031498-A1","Selective removal of charged species","Oxford University Innovation Limited","Nicholas Peter HANKINS, Steve COLLEY, Licheng SHEN",2019-09-16,2020-09-16,2022-07-27,NA,"https://patents.google.com/patent/EP4031498A1/en",NA,"Oxford"
"4320","EP-4058555-A1","Biofilm transformation","Oxford University Innovation Limited","Ian Thompson, Wei Huang, Chun Kiat NG, Ronald A Roy, Jason Raymond",2019-09-10,2020-09-10,2022-09-21,NA,"https://patents.google.com/patent/EP4058555A1/en",NA,"Oxford"
"4321","EP-4025884-A1","Optical device and method","Oxford University Innovation Limited","Robin Wang, Peter NORREYS",2019-09-04,2020-09-04,2022-07-13,NA,"https://patents.google.com/patent/EP4025884A1/en",NA,"Oxford"
"4322","EP-3430157-A1","Electrodes","Oxford University Innovation Limited","Fraser Armstrong, Clare MEGARITY, Thomas Roberts, Bhavin SIRITANARATKUL",2016-03-18,2017-03-20,2019-01-23,NA,"https://patents.google.com/patent/EP3430157A1/en",NA,"Oxford"
"4323","GB-201710941-D0","Ligands and catalysts","Univ Oxford Innovation Ltd",NA,2017-07-07,2017-07-07,2017-08-23,NA,"https://patents.google.com/patent/GB201710941D0/en",NA,"Oxford"
"4324","EP-3506826-A1","Method and apparatus for quantifying lung function","Oxford University Innovation Limited","Peter Alistair ROBBINS, Gus HANCOCK, Grant Ritchie, James MOUNTAIN, David O'neill, Jonathan WHITELEY, Luca CIAFFONI, John Couper",2016-09-01,2017-08-15,2019-07-10,NA,"https://patents.google.com/patent/EP3506826A1/en",NA,"Oxford"
"4325","EP-4017997-A1","Method of haplotyping","Oxford University Innovation Limited","James R. Hughes",2019-08-22,2020-08-21,2022-06-29,NA,"https://patents.google.com/patent/EP4017997A1/en",NA,"Oxford"
"4326","EP-3535281-A1","Fusion polypeptides","Oxford University Innovation Limited","David Wyllie, Pauline Van Diemen, Christine Rollier",2016-11-03,2017-11-02,2019-09-11,NA,"https://patents.google.com/patent/EP3535281A1/en",NA,"Oxford"
"4327","EP-3535292-A1","Fusion polypeptides derived from staphylococcus aureus antigens","Oxford University Innovation Limited","David Wyllie, Elizabeth Allen",2016-11-03,2017-11-02,2019-09-11,NA,"https://patents.google.com/patent/EP3535292A1/en",NA,"Oxford"
"4328","GB-201806124-D0","A filter for a deposition process,related methods, and products thereof","Univ Oxford Innovation Ltd",NA,2018-04-13,2018-04-13,2018-05-30,NA,"https://patents.google.com/patent/GB201806124D0/en",NA,"Oxford"
"4329","US-2017009582-A1","Rotary engine seals","Oxford University Innovation Limited","Kamaljit Singh Chana, Michael Joseph PEKRIS",2014-02-25,2015-02-24,2017-01-12,NA,"https://patents.google.com/patent/US20170009582A1/en","https://patentimages.storage.googleapis.com/75/2b/38/df193e6cad8286/US20170009582A1-20170112-D00000.png","Oxford"
"4330","EP-3586396-A1","Signal coupler","Oxford University Innovation Ltd.","Boon Kok TAN",2017-02-23,2018-02-22,2020-01-01,NA,"https://patents.google.com/patent/EP3586396A1/en",NA,"Oxford"
"4331","GB-201812206-D0","Image processing method","Univ Oxford Innovation Ltd",NA,2018-07-26,2018-07-26,2018-09-12,NA,"https://patents.google.com/patent/GB201812206D0/en",NA,"Oxford"
"4332","EP-3658575-A1","Malaria vaccine","Oxford University Innovation Limited","Adrian V.S. Hill, Katie Ewer",2017-07-27,2018-07-27,2020-06-03,NA,"https://patents.google.com/patent/EP3658575A1/en",NA,"Oxford"
"4333","EP-3624792-A1","ß-LACTAMASE INHIBITORS","Oxford University Innovation Limited","Jürgen BREM, Christopher J. Schofield, Samuel T. CAHILL, Karina CALVOPINA, Phillip HINCHCLIFFE, Ricky CAIN, James Spencer, Collin W.G. FISHWICK, Matthew B. AVISON",2017-05-18,2018-05-18,2020-03-25,NA,"https://patents.google.com/patent/EP3624792A1/en",NA,"Oxford"
"4334","EP-3682033-A1","Single-molecule phenotyping and sequencing of nucleic acid molecules","Oxford University Innovation Ltd.","Achillefs Kapanidis, Rebecca ANDREWS",2017-09-13,2018-09-13,2020-07-22,NA,"https://patents.google.com/patent/EP3682033A1/en",NA,"Oxford"
"4335","EP-3691611-A1","Compositions and methods for treating pseudoaneurysm","Oxford University Innovation Limited","Regent LEE, Ashok HANDA, Eleanor Stride",2017-10-05,2018-09-24,2020-08-12,NA,"https://patents.google.com/patent/EP3691611A1/en",NA,"Oxford"
"4336","EP-3631443-A1","Syncytiotrophoblast extracellular vesicles as biomarker for gestational diabetes mellitus","Oxford University Innovation Limited","Manu Vatish, Ian Sargent, Neva KANDZIJA, Wei Zhang, Dionne TANNETTA",2017-06-01,2018-06-01,2020-04-08,NA,"https://patents.google.com/patent/EP3631443A1/en",NA,"Oxford"
"4337","WO-2012046034-A1","Educational apparatus","The Chancellor, Masters And Scholars Of The University Of Oxford Trading As Oxford University Press","Jonathan Richard Tacon, Michael John Henry Ellicock",2010-10-04,2011-10-03,2012-04-12,NA,"https://patents.google.com/patent/WO2012046034A1/en",NA,"Oxford"
"4338","US-2013040990-A1","SYNTHESIS OF DGJNAc FROM D-GLUCURONOLACTONE AND USE TO INHIBIT ALPHA-N-ACETYLGALACTOSAMINIDASES","The Chancellor, Masters And Scholars Of The University Of Oxford","George William John Fleet, Terry Douglas Butters",2010-02-02,2011-01-28,2013-02-14,NA,"https://patents.google.com/patent/US20130040990A1/en",NA,"Oxford"
"4339","GB-201613143-D0","Polypeptides and uses thereof","Univ Oxford Innovation Ltd",NA,2016-07-29,2016-07-29,2016-09-14,NA,"https://patents.google.com/patent/GB201613143D0/en",NA,"Oxford"
"4340","GB-201613142-D0","Polypeptides and uses thereof","Univ Oxford Innovation Ltd",NA,2016-07-29,2016-07-29,2016-09-14,NA,"https://patents.google.com/patent/GB201613142D0/en",NA,"Oxford"
"4341","GB-201614842-D0","Method and apparatus for quantifying lung function","Univ Oxford Innovation Ltd",NA,2016-09-01,2016-09-01,2016-10-19,NA,"https://patents.google.com/patent/GB201614842D0/en",NA,"Oxford"
"4342","GB-201615277-D0","Method and apparatus for quantifying lung function","Univ Oxford Innovation Ltd",NA,2016-09-08,2016-09-08,2016-10-26,NA,"https://patents.google.com/patent/GB201615277D0/en",NA,"Oxford"
"4343","GB-201615800-D0","Pak1 activators","Univ Oxford Innovation Ltd",NA,2016-09-16,2016-09-16,2016-11-02,NA,"https://patents.google.com/patent/GB201615800D0/en",NA,"Oxford"
"4344","GB-201616051-D0","Mutant streptavidian with improved fluorescent brightness and uses thereof","Univ Oxford Innovation Ltd",NA,2016-09-21,2016-09-21,2016-11-02,NA,"https://patents.google.com/patent/GB201616051D0/en",NA,"Oxford"
"4345","GB-201618264-D0","Monitoring system","Univ Oxford Innovation Ltd",NA,2016-09-28,2016-10-28,2016-12-14,NA,"https://patents.google.com/patent/GB201618264D0/en",NA,"Oxford"
"4346","GB-201619935-D0","Heterogenneous catalyst and uses thereof","Univ Oxford Innovation Ltd",NA,2016-11-24,2016-11-24,2017-01-11,NA,"https://patents.google.com/patent/GB201619935D0/en",NA,"Oxford"
"4347","GB-201620930-D0","Method for analysing proteins","Univ Oxford Innovation Ltd",NA,2016-12-08,2016-12-08,2017-01-25,NA,"https://patents.google.com/patent/GB201620930D0/en",NA,"Oxford"
"4348","GB-201700460-D0","Crispr rna","Univ Oxford Innovation Ltd",NA,2017-01-11,2017-01-11,2017-02-22,NA,"https://patents.google.com/patent/GB201700460D0/en",NA,"Oxford"
"4349","GB-201700632-D0","Optical device","Univ Oxford Innovation Ltd",NA,2017-01-13,2017-01-13,2017-03-01,NA,"https://patents.google.com/patent/GB201700632D0/en",NA,"Oxford"
"4350","GB-202001361-D0","Biomarkers","Univ Oxford Innovation Ltd",NA,2020-01-31,2020-01-31,2020-03-18,NA,"https://patents.google.com/patent/GB202001361D0/en",NA,"Oxford"
"4351","US-2022034793-A1","Characterisation of thrombus","Oxford University Innovation Limited","Regent LEE, Mohammad ALKHALIL, Giovanni Luigi De Maria, Claire Vallance, Keith Channon",2018-09-26,2019-09-26,2022-02-03,NA,"https://patents.google.com/patent/US20220034793A1/en","https://patentimages.storage.googleapis.com/fc/8a/5c/4a3202d8b56d4b/US20220034793A1-20220203-D00000.png","Oxford"
"4352","GB-202003397-D0","Orthosis","Univ Oxford Innovation Ltd",NA,2020-03-09,2020-03-09,2020-04-22,NA,"https://patents.google.com/patent/GB202003397D0/en",NA,"Oxford"
"4353","GB-202004175-D0","Oscillation device","Univ Oxford Innovation Ltd",NA,2020-03-23,2020-03-23,2020-05-06,NA,"https://patents.google.com/patent/GB202004175D0/en",NA,"Oxford"
"4354","GB-202004834-D0","Needle","Univ Oxford Innovation Ltd",NA,2020-04-01,2020-04-01,2020-05-13,NA,"https://patents.google.com/patent/GB202004834D0/en",NA,"Oxford"
"4355","GB-202004902-D0","Methods and products","Univ Oxford Innovation Ltd",NA,2020-04-02,2020-04-02,2020-05-20,NA,"https://patents.google.com/patent/GB202004902D0/en",NA,"Oxford"
"4356","GB-202005435-D0","Biomarkers","Univ Oxford Innovation Ltd",NA,2020-04-14,2020-04-14,2020-05-27,NA,"https://patents.google.com/patent/GB202005435D0/en",NA,"Oxford"
"4357","GB-202006589-D0","Single domain antibodies","Rosalind Franklin Inst, Diamond Light Source Ltd, Univ Oxford Innovation Ltd",NA,2020-05-04,2020-05-04,2020-06-17,NA,"https://patents.google.com/patent/GB202006589D0/en",NA,"Oxford"
"4358","GB-202006608-D0","Compositions and methods for inducing an immune response","Univ Oxford Innovation Ltd",NA,2020-05-05,2020-05-05,2020-06-17,NA,"https://patents.google.com/patent/GB202006608D0/en",NA,"Oxford"
"4359","US-2017350893-A1","Biomarker And Therapy Intervention For Malignancy Risk Patients","Oxford University Innovation Limited","Paul Neil HARDEN, Kathyrn Jayne WOOD, Matthew James BOTTOMLEY",2014-10-23,2015-10-23,2017-12-07,NA,"https://patents.google.com/patent/US20170350893A1/en","https://patentimages.storage.googleapis.com/6e/8e/c5/ee5063e0b99101/US20170350893A1-20171207-D00001.png","Oxford"
"4360","GB-202007062-D0","Compositions and methods for inducing an immune response","Univ Oxford Innovation Ltd",NA,2020-05-13,2020-05-13,2020-06-24,NA,"https://patents.google.com/patent/GB202007062D0/en",NA,"Oxford"
"4361","GB-202007884-D0","Genotyping using barcodes","Univ Oxford Innovation Ltd",NA,2020-05-27,2020-05-27,2020-07-08,NA,"https://patents.google.com/patent/GB202007884D0/en",NA,"Oxford"
"4362","GB-202008582-D0","Clay compositions","Univ Oxford Innovation Ltd",NA,2020-06-08,2020-06-08,2020-07-22,NA,"https://patents.google.com/patent/GB202008582D0/en",NA,"Oxford"
"4363","GB-202009235-D0","Bacteria","Univ Oxford Innovation Ltd",NA,2020-06-17,2020-06-17,2020-07-29,NA,"https://patents.google.com/patent/GB202009235D0/en",NA,"Oxford"
"4364","GB-202002704-D0","Rheometer and method of rheological testing","Univ Oxford Innovation Ltd",NA,2020-02-26,2020-02-26,2020-04-08,NA,"https://patents.google.com/patent/GB202002704D0/en",NA,"Oxford"
"4365","GB-202002576-D0","Method of and system for processing spectroscopic ellipsometry data","Univ Oxford Innovation Ltd",NA,2020-02-24,2020-02-24,2020-04-08,NA,"https://patents.google.com/patent/GB202002576D0/en",NA,"Oxford"
"4366","GB-202002289-D0","Method","Univ Oxford Innovation Ltd",NA,2020-02-19,2020-02-19,2020-04-01,NA,"https://patents.google.com/patent/GB202002289D0/en",NA,"Oxford"
"4367","GB-202002290-D0","Method","Univ Oxford Innovation Ltd",NA,2020-02-19,2020-02-19,2020-04-01,NA,"https://patents.google.com/patent/GB202002290D0/en",NA,"Oxford"
"4368","EP-4007919-A1","Biomarker","Oxford University Innovation Limited","Kristijan RAMADAN, John Fielden, Tim MAUGHAN",2019-08-02,2020-07-30,2022-06-08,NA,"https://patents.google.com/patent/EP4007919A1/en",NA,"Oxford"
"4369","GB-202001239-D0","Analyte detection with redox active polymer-coated electrode","Univ Oxford Innovation Ltd",NA,2020-01-29,2020-01-29,2020-03-11,NA,"https://patents.google.com/patent/GB202001239D0/en",NA,"Oxford"
"4370","GB-202000874-D0","Method for obtaining personalized parameters for transcranial stimulation, transcranial stimulation system, method of applying transcranial stimulation","Univ Oxford Innovation Ltd",NA,2020-01-21,2020-01-21,2020-03-04,NA,"https://patents.google.com/patent/GB202000874D0/en",NA,"Oxford"
"4371","GB-202000732-D0","Polymer coatings","Univ Oxford Innovation Ltd",NA,2020-01-17,2020-01-17,2020-03-04,NA,"https://patents.google.com/patent/GB202000732D0/en",NA,"Oxford"
"4372","GB-202000208-D0","Pak1 activators","Univ Oxford Innovation Ltd",NA,2020-01-08,2020-01-08,2020-02-19,NA,"https://patents.google.com/patent/GB202000208D0/en",NA,"Oxford"
"4373","EP-3111164-A1","Fluid driven position sensor","Oxford University Innovation Limited","Kamaljit Singh Chana, Jonathan Shamus Sullivan",2014-02-28,2015-02-18,2017-01-04,NA,"https://patents.google.com/patent/EP3111164A1/en",NA,"Oxford"
"4374","GB-201919047-D0","Optical device and method","Univ Oxford Innovation Ltd",NA,2019-12-20,2019-12-20,2020-02-05,NA,"https://patents.google.com/patent/GB201919047D0/en",NA,"Oxford"
"4375","GB-201918428-D0","Functionalised microbubbles","Univ Oxford Innovation Ltd",NA,2019-12-13,2019-12-13,2020-01-29,NA,"https://patents.google.com/patent/GB201918428D0/en",NA,"Oxford"
"4376","GB-201917480-D0","Antibodies","Univ Oxford Innovation Ltd",NA,2019-11-29,2019-11-29,2020-01-15,NA,"https://patents.google.com/patent/GB201917480D0/en",NA,"Oxford"
"4377","GB-201916390-D0","Method","Univ Oxford Innovation Ltd",NA,2019-11-11,2019-11-11,2019-12-25,NA,"https://patents.google.com/patent/GB201916390D0/en",NA,"Oxford"
"4378","GB-201916388-D0","Method","Univ Oxford Innovation Ltd",NA,2019-11-11,2019-11-11,2019-12-25,NA,"https://patents.google.com/patent/GB201916388D0/en",NA,"Oxford"
"4379","GB-201915525-D0","Method of determining compositional information, apparatus for monitoring a plant, and monitoring method","Univ Oxford Innovation Ltd",NA,2019-10-25,2019-10-25,2019-12-11,NA,"https://patents.google.com/patent/GB201915525D0/en",NA,"Oxford"
"4380","GB-201913801-D0","Needle","Univ Oxford Innovation Ltd",NA,2019-09-25,2019-09-25,2019-11-06,NA,"https://patents.google.com/patent/GB201913801D0/en",NA,"Oxford"
"4381","EP-3230751-A1","Signal processing method and apparatus","Oxford University Innovation Limited","Alessandro GUAZZI, Syed Ahmar SHAH, Lionel Tarassenko",2014-12-08,2015-12-08,2017-10-18,NA,"https://patents.google.com/patent/EP3230751A1/en",NA,"Oxford"
"4382","GB-201912960-D0","Method and apparatus for quality prediction","Univ Oxford Innovation Ltd",NA,2019-09-09,2019-09-09,2019-10-23,NA,"https://patents.google.com/patent/GB201912960D0/en",NA,"Oxford"
"4383","GB-201912726-D0","Optical device and method","Univ Oxford Innovation Ltd",NA,2019-09-04,2019-09-04,2019-10-16,NA,"https://patents.google.com/patent/GB201912726D0/en",NA,"Oxford"
"4384","GB-201912139-D0","Enhancement of productivity in c3 plants","Univ Oxford Innovation Ltd",NA,2019-08-23,2019-08-23,2019-10-09,NA,"https://patents.google.com/patent/GB201912139D0/en",NA,"Oxford"
"4385","GB-201912022-D0","Ex vivo method for creating a wound in a cell layer, and apparatus for creating a wound in a cell layer","Univ Oxford Innovation Ltd",NA,2019-08-21,2019-08-21,2019-10-02,NA,"https://patents.google.com/patent/GB201912022D0/en",NA,"Oxford"
"4386","GB-201911574-D0","Therapeutic compounds","Univ Oxford Innovation Ltd",NA,2019-08-13,2019-08-13,2019-09-25,NA,"https://patents.google.com/patent/GB201911574D0/en",NA,"Oxford"
"4387","GB-201911580-D0","Therapeutic compounds","Univ Oxford Innovation Ltd",NA,2019-08-13,2019-08-13,2019-09-25,NA,"https://patents.google.com/patent/GB201911580D0/en",NA,"Oxford"
"4388","GB-201911405-D0","Likers","Univ Oxford Innovation Ltd",NA,2019-08-09,2019-08-09,2019-09-25,NA,"https://patents.google.com/patent/GB201911405D0/en",NA,"Oxford"
"4389","EP-3356911-A1","Apparatus and methods for providing tactile sensation","Oxford University Innovation Limited","Jeroen Henricus Maria Bergmann",2015-09-28,2016-09-27,2018-08-08,NA,"https://patents.google.com/patent/EP3356911A1/en",NA,"Oxford"
"4390","GB-201909907-D0","Brain imaging","Univ Oxford Innovation Ltd",NA,2019-07-10,2019-07-10,2019-08-21,NA,"https://patents.google.com/patent/GB201909907D0/en",NA,"Oxford"
"4391","GB-201700767-D0","Method and system for determining tremor status","Univ Oxford Innovation Ltd",NA,2017-01-17,2017-01-17,2017-03-01,NA,"https://patents.google.com/patent/GB201700767D0/en",NA,"Oxford"
"4392","GB-201909180-D0","Brian imaging","Univ Oxford Innovation Ltd",NA,2019-06-26,2019-06-26,2019-08-07,NA,"https://patents.google.com/patent/GB201909180D0/en",NA,"Oxford"
"4393","GB-201908332-D0","Assays and inhibitors of oxygen-dependent N-terminal oxidation","Univ Oxford Innovation Ltd",NA,2019-06-11,2019-06-11,2019-07-24,NA,"https://patents.google.com/patent/GB201908332D0/en",NA,"Oxford"
"4394","GB-201908145-D0","Optical device with tuneable optical properties","Univ Oxford Innovation Ltd",NA,2019-06-07,2019-06-07,2019-07-24,NA,"https://patents.google.com/patent/GB201908145D0/en",NA,"Oxford"
"4395","EP-3405799-A1","Reactance measurement","Oxford University Innovation Limited","Kamaljit Singh Chana, Jonathan Shamus Sullivan",2016-01-18,2017-01-17,2018-11-28,NA,"https://patents.google.com/patent/EP3405799A1/en",NA,"Oxford"
"4396","GB-201908010-D0","Improvements in or relating to physiological signal processing","Univ Oxford Innovation Ltd",NA,2019-06-05,2019-06-05,2019-07-17,NA,"https://patents.google.com/patent/GB201908010D0/en",NA,"Oxford"
"4397","EP-3458848-A1","Method for processing nuclear magnetic resonance (nmr) spectroscopic data","Oxford University Innovation Limited","Iva PRITISANAC, Matteo Thomas DEGIACOMI, Andrew James BALDWIN",2016-05-20,2017-05-17,2019-03-27,NA,"https://patents.google.com/patent/EP3458848A1/en",NA,"Oxford"
"4398","GB-201714928-D0","Electrochemical recognition and quantification of cytochrome c oxidase expression in bacteria","Univ Oxford Innovation Ltd",NA,2017-09-15,2017-09-15,2017-11-01,NA,"https://patents.google.com/patent/GB201714928D0/en",NA,"Oxford"
"4399","GB-201716237-D0","Magnetic-acoustic device","Univ Oxford Innovation Ltd",NA,2017-10-05,2017-10-05,2017-11-22,NA,"https://patents.google.com/patent/GB201716237D0/en",NA,"Oxford"
"4400","GB-201718768-D0","Surgical Tool","Univ Oxford Innovation Ltd",NA,2017-11-14,2017-11-14,2017-12-27,NA,"https://patents.google.com/patent/GB201718768D0/en",NA,"Oxford"
"4401","GB-201719915-D0","A composition and method of preparation thereof","Univ Oxford Innovation Ltd",NA,2017-11-30,2017-11-30,2018-01-17,NA,"https://patents.google.com/patent/GB201719915D0/en",NA,"Oxford"
"4402","GB-201700595-D0","Oligonucleotide ligation","Univ Oxford Innovation Ltd",NA,2017-01-13,2017-01-13,2017-03-01,NA,"https://patents.google.com/patent/GB201700595D0/en",NA,"Oxford"
"4403","EP-3516667-A1","Magnetic micro-particles","Oxford University Innovation Limited","Sonia ANTORANZ CONTERA, Ileana Andrea BONILLA BRUNNER",2016-09-23,2017-09-22,2019-07-31,NA,"https://patents.google.com/patent/EP3516667A1/en",NA,"Oxford"
"4404","GB-201803206-D0","Impact mitigating structure","Univ Oxford Innovation Ltd",NA,2018-02-27,2018-02-27,2018-04-11,NA,"https://patents.google.com/patent/GB201803206D0/en",NA,"Oxford"
"4405","GB-2569329-A","Apparatus for optical detection of contamination, radiation source, method for optical detection of contamination","Univ Oxford Innovation Ltd","Collins Stephen",2017-12-13,2017-12-13,2019-06-19,NA,"https://patents.google.com/patent/GB2569329A/en",NA,"Oxford"
"4406","GB-201700689-D0","Typhoid biomarkers","Univ Oxford Innovation Ltd",NA,2017-01-16,2017-01-16,2017-03-01,NA,"https://patents.google.com/patent/GB201700689D0/en",NA,"Oxford"
"4407","US-2017007433-A1","Stent placement device","Oxford University Innovation Limited","Zhong You, Jiayao MA, James Byrne",2014-02-17,2015-02-16,2017-01-12,NA,"https://patents.google.com/patent/US20170007433A1/en","https://patentimages.storage.googleapis.com/81/33/da/3d273a843f18f1/US20170007433A1-20170112-D00000.png","Oxford"
"4408","GB-201809207-D0","Molecular electronic device","Univ Oxford Innovation Ltd",NA,2018-06-05,2018-06-05,2018-07-25,NA,"https://patents.google.com/patent/GB201809207D0/en",NA,"Oxford"
"4409","GB-201907609-D0","Treatment and prevention of malaria","Univ Oxford Innovation Ltd",NA,2019-05-29,2019-05-29,2019-07-10,NA,"https://patents.google.com/patent/GB201907609D0/en",NA,"Oxford"
"4410","GB-201905661-D0","Method for determining human blood pH","Univ Oxford Innovation Ltd",NA,2019-04-23,2019-04-23,2019-06-05,NA,"https://patents.google.com/patent/GB201905661D0/en",NA,"Oxford"
