Organization Name,Organization Name URL,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),IPO Status,Last Funding Type,Number of Employees,Industries,Headquarters Location,Description,Transaction Name,Transaction Name URL,Founders,Website,Company Type,Contact Email,LinkedIn,Full Description,Estimated Revenue Range,Founded Date,Founded Date Precision,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Industry Groups,Operating Status,Last Funding Date,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni)
Ally,https://www.crunchbase.com/organization/ally-e7c6,40000,GBP,51982,Private,Seed,1-10,"Apps, Health Care, Mobile Apps","Manchester, Manchester, United Kingdom",Ally is a friend-finding app exclusively for people with alopecia.,,,Nichola McAvoy,https://www.allyapp.org/,For Profit,info@allyapp.org,https://www.linkedin.com/company/allysocent/about/,"Ally is a friend-finding app exclusively for people with alopecia. It aims to end loneliness for people living with long-term health conditions and visible differences. It is committed to build a supportive global peer network and to raise awareness of alopecia and help people through the psychological challenges that come with it. Ally was launched on October 1, 2018 and it operates in Manchester, United Kingdom.",,2018-10-01,day,20000,GBP,25278,"Apps, Health Care, Mobile, Software",Closed,2019-06-01,,,,,
SORS,https://www.crunchbase.com/organization/sors,100000,USD,100000,Private,Pre-Seed,1-10,"Mobile Apps, News","London, England, United Kingdom",Revolutionizing the News and Information Sphere,,,"Elias Abboud, Necolas Hamwi",https://sors.today/,For Profit,elias@sors.today,,"The world of news in this era of digitization is replete with several problems and challenges which consequently affect the way people access and view news. We have isolated two of these problems due to their level of effect on a wide range of audiences. They include fake news and the lack of a news app that aggregates varying categories of news in one space. The (SORS) app is a news aggregation app that filters information according to the choices, topics, and interest of the users from over 300 reliable sources (including TV channels, radio channel, magazines, websites, etc.) in the UK.  With SORS, several unique features can be said to differentiate our product and give it an edge over existing news apps in the market. Also, the app has 14 categories (including World News, UK News, Politics, Business, Sport, Science, Health, Celebrities, Technology, Lifestyle, Fashion, Beauty, Weird, and Auto) and over 40 sub-categories including but not limited to (stock market, Fintech, football, Gaming, forex, etc.)  in addition to that SORS has local detailed news for 70 cities and towns in UK, SORS app also leverages on Artificial Intelligence which makes it easy for users to view news and information based on their internet history and interest.",,2018-06-03,day,100000,USD,100000,"Apps, Content and Publishing, Media and Entertainment, Mobile, Software",Active,2018-06-03,,,,,
Comedy Crowd TV,https://www.crunchbase.com/organization/punkanary-by-the-comedy-crowd,45000,GBP,55134,Private,Seed,1-10,Digital Entertainment,"Heswall, Cheshire, United Kingdom",Multi-channel video platform for comedy sketches and episodes by independent creators,,,"Jonathan Jayson, Omar Nasar, Peter Wright",https://comedycrowdtv.com,For Profit,theccteam@thecomedycrowd.com,https://www.linkedin.com/in/jonathan-jayson-21b0a290/,"A new global Over the Top (OTT) channel for comedy sketches and series, backed by over 8,000 creators. Solving major problems of diversity and commissioning by screening shows that prove a fan base. Our team are both creators and fans of comedy. We want help creators engage their 1,000 true fans and raise funds to make content, and for fans to contribute to shows they personally relate to by creators they trust. Comedy Crowd TV includes a thriving ""Projects"" section where creators upload content and build a following of fans, and an on-demand channel screening shows that prove an audience. We have over 2,500 engaged users and 250 comedy projects in the first few months.",,2018-04-01,month,45000,GBP,55134,Media and Entertainment,Active,2020-05-12,,,,,
IM CONNECT,https://www.crunchbase.com/organization/im-connect,100000,USD,100000,Private,Pre-Seed,1-10,Internet,"London, England, United Kingdom",All in One Networking Platform,,,Dalson Zacharia Samuel,http://www.imconnect.app,For Profit,hello@imconnect.app,https://www.linkedin.com/company/74317192/admin/,All in One 21st Century Networking Platform,,2018-10-27,day,100000,USD,100000,Internet Services,Active,2018-10-27,,,,,
Route Aware,https://www.crunchbase.com/organization/route-aware,30000,GBP,37144,Private,Pre-Seed,,"Mobile Apps, Mobile Devices","London, England, United Kingdom",Route Aware is a safer community by allowing each other to map and prevent crime from happening.,,,"Allamdeep Bhangoo, Jean-Pascal Barbe",https://routeaware.com/,For Profit,,,"At Route Aware we are 3 things:  1. Current and Serving Police Detectives  2. Passionate about helping People  3. Innovative and Safe  We believe in people and building an extensive online and mobile community in order to secure a safer future for everyone. Through our App we will educate, prevent and take an innovative approach to Crime Mapping and location services. Our product will be available to download cross-platform on any mobile device.",,2018-01-01,year,30000,GBP,37143,"Apps, Consumer Electronics, Hardware, Mobile, Software",Active,2020-04-01,,,,,
Moto Tattoo,https://www.crunchbase.com/organization/moto-tattoo,114433,GBP,161353,Private,Pre-Seed,11-50,"Art, Graphic Design","London, England, United Kingdom","Moto Tattoo your whole helmet or add tattoos one at a time, as the mood seizes you.",,,"Kim Mather, Sam Mather",https://mototattoo.com/,For Profit,info@mototattoo.com,,Moto Tattoo makes custom designed helmets.,$1M to $10M,2018-01-01,year,2496,GBP,3162,"Design, Media and Entertainment",Active,2018-12-20,,,,,
Pedal,https://www.crunchbase.com/organization/pedal-global,,USD,,Private,Seed,1-10,"Auto Insurance, Car Sharing, Consumer Goods, Electric Vehicle, Fleet Management, Fraud Detection, Mobile Advertising, Mobile Payments, Parking","London, England, United Kingdom",SaaS Mobile App - Payments - Parking - Parts - Fuel - Location based services - Fleet Management - Lease Hire - Insurance - VPP -,,,"Richard Eaton, Umair Butt",http://www.pedalapp.com,For Profit,richard@pedalapp.com,https://www.linkedin.com/company/pedaltek/,"All your car needs, in just one app. PEDAL is one of the UK's newest & innovative 'connected vehicle' companies, creating the next-gen ecosystem for the connected vehicle and car ownership. Our Offering: We have a consumer and business offering, delivering a single point of access to motoring services for consumers and a wide range of analytics with a customer direct conduit for business. Pedal Your car. Your way.  When it comes to your driving experience, it’s only natural to expect more innovation, privacy, flexibility, security, and convenience from the apps and technology that help manage your car. You’ve most likely searched for highly customized, personalized driver-assist technologies that can cater to both your needs as a family, an individual driver, or even a business and what you’ve found in the market, is probably lacking. You’re keen to experience technology that is safe, convenient and economical while enhancing you and your family’s driving safety, connectivity and convenience.   This is why the Pedal app exists. To bring to life the modern driver’s vision of the future, via a smart car app packed with customizable security reminders, maintenance monitoring, telemetry, and in-car services.  The Pedal app is for every driver. If you’re a conscientious family driver, you can access your own or your family’s car data quickly and simply. From maintenance services and reminders to a COVID-19 hotspot tracker and emergency and roadside assistance inbuilt services. Which ultimately enhances the safety, security and efficiency of all your vehicles from the driveway to the highway.   For the pleasure driver and car enthusiast, Pedal delivers ultra personalised smart technology that predicts your wants, needs and preferences. There are voice services, car health and battery monitors, car history data, odometer checks, a low price fuel finder, car valuations, as well as safety and performance scores galore. Which takes the concept of custom cars to a whole new smart level.   Installation is simple and easy. Simply purchase the Pedal® Connect sensor unit via the online store and register your vehicle via your phone, laptop, or tablet. Once the sensor unit has been delivered to you, locate your vehicle’s OBD-II port, plug in your Pedal® sensor, access to your Pedal® driver dashboard on your app, and away you go. Personalized, custom car data right in your hands - and the ability to optimize your car data according to your needs and preferences - in the way you need it. It essence, it’s your car, your way. This is the Pedal difference.   Ultimately the Pedal app is designed to reduce the worry, wondering, hassle, stress and potential safety challenges of driving every day. Experience peace of mind, brought about by the safety and efficiency of your own car and those of your loved ones. PEDAL® is based in Covent Garden, London, but its team comes from every corner of the world. The team obsesses about creating beautiful and well-engineered products and services that make a real difference in people's modern-day lives​. Its members are big on ideas, low on ego, and love working together.",$1M to $10M,2018-01-01,year,,,,"Advertising, Consumer Goods, Financial Services, Mobile, Payments, Privacy and Security, Sales and Marketing, Software, Transportation",Active,2023-01-01,,,,,
Nestify,https://www.crunchbase.com/organization/nestify-9512,350000,GBP,462175,Private,Seed,11-50,"Hospitality, Real Estate, Travel","London, England, United Kingdom","Property management, Vacation Rental, Rental property",,,,http://www.nestify.co.uk,For Profit,hello@nestify.co.uk,https://www.linkedin.com/company/nestify-ltd,"Nestify is an Airbnb management company that increases yields and handles everything, including check-in/check-out, laundry, guest bookings, and even pricing.",$1M to $10M,2018-10-02,day,350000,GBP,462174,"Real Estate, Travel and Tourism",Active,2018-10-10,,,,,
GFOX Solutions Ltd,https://www.crunchbase.com/organization/gfox-solutions-ltd,15000,GBP,19759,Private,Seed,1-10,"Consulting, Education, Information Technology, Software","London, England, United Kingdom",GFOX Solutions Ltd is a Animated Explainer Video Production Company.,,,,https://www.gfox.uk,For Profit,info@gfoxsolutions.com,https://www.linkedin.com/company/g-fox-solutions/,"GFOX Solutions they help us to create corporate videos, marketing videos, or product or service explainer videos in 2D and 3D animation.",$1M to $10M,2018-03-08,day,15000,GBP,19759,"Education, Information Technology, Professional Services, Software",Active,2019-05-03,,,,,
Goss,https://www.crunchbase.com/organization/goss,,USD,,Private,Seed,11-50,"Gaming, Mobile Apps","London, England, United Kingdom","Goss is a mobile gaming application platform for women to bet on their interests in a fun, social and gamified way.",,,Melanie Mercier,https://www.goss.media/,For Profit,info@goss.media,https://www.linkedin.com/company/goss-mobile/about/,Goss is a maker of a social gaming platform that enables users to wager on things and events according to what they like. Women can wager on social and fashion events using the company's application in a fun and social setting because it offers social games for web and mobile settings.,,2018-01-01,year,,,,"Apps, Gaming, Mobile, Software",Active,2022-08-08,,,,,
Doqit,https://www.crunchbase.com/organization/doqit,50000,GBP,54292,Private,Seed,,"Consumer, Personal Health, Software","London, England, United Kingdom",Doqit is a smart digital filing system for handling daily tasks.,,,,https://www.doqit.io,,,https://www.linkedin.com/company/doqit,"Doqit is a smart digital filing system for handling daily tasks. The company was founded in 2018 and is based in London, England.",,2018-01-01,year,50000,GBP,54292,"Health Care, Other, Software",Active,2022-09-23,,,,,
Konsentus,https://www.crunchbase.com/organization/konsentus,,USD,,Private,Seed,11-50,"Banking, Financial Services, FinTech","Reading, Reading, United Kingdom",Konsentus provides consent & preference management services to financial institutions so that they can comply with PSD2 and open banking.,,,"Brendan Jones, David Parker, Mike Woods, Mike Woods",https://www.konsentus.com/,For Profit,enquiry@konsentus.com,https://www.linkedin.com/company/konsentus/,"Konsentus was established to provide consent & preference management services to financial institutions so that they can comply with PSD2 and open banking.  They issue the consent management tokens on behalf of financial institutions through a SaaS platform, checking each time they are used that the third party is regulated. The company was founded by three Financial Service industry veterans seeking to deliver a simple and easy way FIs can comply with the new PSD2 regulations and open banking. Headquartered in the UK, just outside of London in the M4 technology corridor their team of professionals are creating a world class solution for every FI in Europe.  They are delivering this through utilising the best in open standards, coupled with unique solutions and most of all a belief that they can deliver for clients a cost effective solution to meet their regulatory requirements.",,2018-01-01,year,,,,"Financial Services, Lending and Investments",Active,2020-09-16,,,,,
Codebees,https://www.crunchbase.com/organization/codebees,10000,GBP,13141,Private,Seed,1-10,"Digital Entertainment, Digital Marketing, Mobile Apps, SEO, Software, Web Design, Web Development","Tranent, East Lothian, United Kingdom",Codebees is a leading customer software development Firm.,,,Vedat Muyan,http://www.codebees.co.uk,For Profit,hello@codebees.org,https://www.linkedin.com/company/codebees,,,2018-09-01,month,10000,GBP,13141,"Apps, Design, Internet Services, Media and Entertainment, Mobile, Sales and Marketing, Software",Closed,2018-09-19,,,,,
Odd Owls,https://www.crunchbase.com/organization/odd-owls,110000,USD,110000,Private,Pre-Seed,1-10,"Casual Games, Mobile Apps, Video Games","London, England, United Kingdom",Odd Owls is a game development company focusing mainly on mobile apps.,,,,http://oddowls.com/,For Profit,,,,$1M to $10M,2018-05-04,day,110000,USD,110000,"Apps, Gaming, Mobile, Software",Active,2018-05-04,,,,,
Contilio,https://www.crunchbase.com/organization/contilio,,USD,,Private,Seed,1-10,"Analytics, Artificial Intelligence, Computer Vision, Construction, Machine Learning, SaaS","London, England, United Kingdom","3D AI construction analytics platform that provides actionable intelligence in real-time, unlocking $Bn savings & automated payments.",,,Zara Riahi,http://www.contilio.com,For Profit,contilio.official@contilio.com,https://www.linkedin.com/company/contilio/,"Contilio’s world-first 3D AI analytics platform automatically provides actionable intelligence on construction progress, installation quality and predictive KPIs, enabling construction companies, asset owners and financiers to unlock million-dollar efficiencies for their construction projects and operating assets. We are on the grand mission to make “on-track” and on-budget” the new normal for the $12Tn construction industry and enable real-time payments, and are working with some of the biggest leaders to build the future smartly together.",,2018-01-01,year,,,,"Artificial Intelligence, Data and Analytics, Hardware, Real Estate, Science and Engineering, Software",Active,2021-06-22,,,,,
World Mobile Token,https://www.crunchbase.com/organization/world-mobile-token,,USD,,Private,Pre-Seed,,,"London, England, United Kingdom",World Mobile Token is enabling a new global mobile network built on the sharing economy.,,,,https://worldmobiletoken.com/,For Profit,,,World Mobile Token is enabling a new global mobile network built on the sharing economy.,,2018-01-01,year,,,,,Active,2022-06-21,,,,,
Heedful,https://www.crunchbase.com/organization/heedful,20000,GBP,27785,Private,Pre-Seed,1-10,"Analytics, Apps, Automotive, Security, Social Network","London, England, United Kingdom","Heedful uses law enforcement and real time community data, as a preventative measure against vehicle crime",,,Alexi Lambrou,http://www.heedfulapp.com,For Profit,,https://www.linkedin.com/company/heedful/,,,2018-01-01,month,20000,GBP,27785,"Apps, Data and Analytics, Internet Services, Privacy and Security, Software, Transportation",Active,2018-01-18,,,,,
Salty Commune,https://www.crunchbase.com/organization/salty-commune,150000,GBP,198072,Private,Seed,1-10,"Communities, Coworking, Hospitality","London, England, United Kingdom",Salty Commune is (work)space for creative misfits,,,Michele Cuccovillo,https://www.saltycommune.com/,For Profit,info@saltycommune.com,https://www.linkedin.com/company/saltycommune/,Salty Commune is (work)space for creative misfits.,,2018-01-01,year,150000,GBP,198072,"Community and Lifestyle, Real Estate, Travel and Tourism",Active,2018-06-30,,,,,
Rap Fame,https://www.crunchbase.com/organization/rap-tech,,USD,,Private,Seed,11-50,Music,"London, England, United Kingdom","Mobile platform for rappers and hip-hop lovers: recording studio with cool beats, competitions, community.",,,"Alena Golden, Dmitry Bogdanovich",http://www.rapfame.app,For Profit,business@raptech.co,https://www.linkedin.com/company/20569087/admin/,"Rap Fame is a mobile platform that has made a revolution in hip-hop music. This is by giving access to recording studio capabilities and hot beats from cool producers to millions of independent artists. Topped up with the opportunity to get feedback from a highly-engaged community and to challenge oneself in regular in-app competitions, Rap Fame has achieved the following in a very short space of time: -- 10.000.000+ downloads globally; -- Google Play Featured app - #1 Rap App; -- Apple Store: ‘App of the day” in 163 countries; -- Co-branded tournaments with O2 (Telefonica company), Signature Tracks and Netflix, World of Tanks, and more.",,2018-01-01,year,,,,"Media and Entertainment, Music and Audio",Active,2020-05-01,,,,,
KASA,https://www.crunchbase.com/organization/kasa-b38c,50000,USD,50000,Private,Seed,11-50,Internet,"London, England, United Kingdom","An icon of effortless elegance built on constant innovation, style and tradition.",,,Kartik Gurmule,https://kasaofficial.com,For Profit,support@kasaofficial.com,https://www.linkedin.com/company/kasaglobal,,$1M to $10M,2018-11-15,day,50000,USD,50000,Internet Services,Active,2018-11-27,,,,,
Ferovinum,https://www.crunchbase.com/organization/ferovinum,,USD,,Private,Seed,11-50,"Financial Services, FinTech, SaaS, Software, Supply Chain Management, Wine And Spirits","London, England, United Kingdom",Ferovinum is a fintech platform providing working capital and stock management software built specifically for the wine and spirits industry,,,"Daniel Gibney, Mitchel Fowler",https://www.ferovinum.com/,For Profit,info@ferovinum.com,https://www.linkedin.com/company/ferovinum/,Ferovinum is a fintech platform providing working capital and stock management software built specifically for the wine and spirits industry.,,2018-03-26,day,,,,"Financial Services, Food and Beverage, Software, Transportation",Active,2022-07-31,,,,,
Circle Squared,https://www.crunchbase.com/organization/circle-squared,68670,GBP,88063,Private,Seed,1-10,"Environmental Consulting, Information Technology, Machine Learning, Social, Social Entrepreneurship","London, England, United Kingdom",Circle Squared is a platform that squares the circle between businesses' CSR efforts and consumer's ease of access to that information.,,,"Jeff Sica, Mark Goldstone",https://circlesquared.com/,For Profit,info@circlesquared.com,https://www.linkedin.com/company/voiceyourvalues/,"Circle Squared is a platform that squares the circle between businesses' CSR efforts and consumer's ease of access to that information. They use natural language processing, machine learning, and data science to analyze billions of data points. Proprietary algorithms create company ratings. They also collect company CSR and environmental data and make this easy to access at the touch of a button via a forthcoming APP. Circle Squared aims to provide consumers with easy to understand ethical information in relation to the products they buy and a forum to voice their values to the businesses that produce those products. It was founded in 2018 and is based in London, England, UK.",,2018-01-01,year,20000,GBP,24583,"Artificial Intelligence, Community and Lifestyle, Data and Analytics, Information Technology, Professional Services, Software",Closed,2019-10-01,,,,,
My Probate Partner,https://www.crunchbase.com/organization/probate-partner,30000,GBP,39160,Private,Pre-Seed,1-10,"Internet, Legal, Professional Services","Edinburgh, Edinburgh, City of, United Kingdom",An online platform that helps consumers manage probate & estate administration in Scotland.,,,Mike Davis,https://www.myprobatepartner.co.uk/,For Profit,hello@myprobatepartner.co.uk,https://www.linkedin.com/company/probate-partner/,"My Probate Partner is a 5-star online service that offers free guides and paid-for services to help consumers manage someone's affairs after they die in Scotland, without expensive legal help.",,2018-11-01,month,30000,GBP,39159,"Internet Services, Other, Professional Services",Active,2019-05-01,,,,,
Logisee,https://www.crunchbase.com/organization/logisee,130000,USD,130000,Private,Seed,11-50,"Blockchain, Logistics, Supply Chain Management","London, England, United Kingdom",Logisee platform connects worldwide providers and generating the best price for customers.,,,Ivan Chebotaiev,http://Logisee.com,For Profit,info@logisee.com,https://www.linkedin.com/company/logisee/,"Logisee platform connects worldwide providers and generating the best price for customers. Our main course is to make global chain of the roads which will reduce logistics costs for companies and people. Logisee is Blockchain targeted company, we are developing our own blockchain and are members of BITA ( Blockchain Transport Alliance). ",Less than $1M,2018-03-01,day,100000,USD,100000,"Other, Transportation",Closed,2020-05-01,,,,,
Fair-Well,https://www.crunchbase.com/organization/fair-well,10000,GBP,13676,Private,Seed,11-50,Delivery Service,"London, England, United Kingdom",Fair-Well provides food delivery service.,,,,https://www.fair-well.co.uk/,For Profit,hello@fair-well.co.uk,https://www.linkedin.com/company/fair-well/,"Fair-Well is a food delivery company. They provide beans, breakfast, dried fruits, gifts, herbs, spices, jars, nuts, oil, vinegar, syrup, pasta, rice, pulses, seeds, snacks, treats, tea, and coffee.",,2018-01-01,year,10000,GBP,13675,Transportation,Active,2021-02-01,,,,,
Seed Intelligence Limited,https://www.crunchbase.com/organization/seed-intelligence-limited,150000,GBP,186463,Private,Seed,1-10,"Information Technology, Internet, Software","London, England, United Kingdom","Business and domestic software development, Information technology consultancy activities, Data processing, hosting and related activities",,,Ashley Turing,,For Profit,,,,,2018-07-09,day,150000,GBP,186463,"Information Technology, Internet Services, Software",Active,2019-10-10,,,,,
SUPPA Networking,https://www.crunchbase.com/organization/suppa,140000,USD,140000,Private,Seed,1-10,Mobile Apps,"London, England, United Kingdom",Build your social and professional network by making meaningful in-person connections at some of the best restaurants and bars in London.,,,Sylvester Lewis,http://www.swipemeeteat.com,For Profit,hello@swipemeeteat.com,,Network with fellow foodies at the trendiest restaurants and bars in London,Less than $1M,2018-03-07,day,140000,USD,140000,"Apps, Mobile, Software",Active,2018-03-07,,,,,
Compact Cane,https://www.crunchbase.com/organization/compact-cane,20000,GBP,24583,Private,Seed,1-10,"Assistive Technology, Consumer Electronics, Embedded Systems, Product Design","Bath, Bath and North East Somerset, United Kingdom",Compact Cane is a socially-driven start-up creating social change through meaningful and innovative products for visually impaired people.,,,Nia Simpson,https://compactcane.com/,For Profit,info@compactcane.com,https://www.linkedin.com/company/compactcane,"Compact Cane is a socially-driven start-up creating social change through meaningful and innovative products for visually impaired people. The startup is an aid used to detect obstacles and keep safe. It uses invisible ultrasonic waves to detect obstacles in real-time, so the user can have the choice to be more discreet.  Compact Cane was founded in 2018 and is based in Bath, UK.",,2018-01-01,year,20000,GBP,24583,"Consumer Electronics, Design, Hardware, Health Care, Science and Engineering, Software",Active,2019-10-01,,,,,
Rent Chief,https://www.crunchbase.com/organization/rent-chief,250000,GBP,329325,Private,Seed,1-10,Real Estate,"Birmingham, Birmingham, United Kingdom",Rent Chief is developing a new property management platform.,,,Patrick Shuker,http://www.rentchief.co.uk/,For Profit,sales@rentchief.co.uk,https://in.linkedin.com/company/rentchief,Rent Chief is developing a new property management platform.,,2018-01-01,year,250000,GBP,329324,Real Estate,Active,2019-05-03,,,,,
Auroboros,https://www.crunchbase.com/organization/auroboros,,USD,,Private,Pre-Seed,,"Augmented Reality, Blockchain, Fashion, Virtual Reality","London, England, United Kingdom",Auroboros is a visionary fashion house creating both physical couture and digital ready-to-wear.,,,"Alissa Aulbekova, Paula Sello",https://www.auroboros.co.uk/about,For Profit,,,"Auroboros is a fashion house that creates ground-breaking couture fits. They also provide digital ready-to-wear collections that are presented at a major international fashion week, alongside showcasing their physical couture. Their physical couture fits are made-to-order wearable art pieces that incorporate material innovation.",,2018-01-01,year,,,,"Clothing and Apparel, Design, Hardware, Other, Software",Active,2021-05-10,,,,,
MARLO,https://www.crunchbase.com/organization/marlo-8122,,USD,,Private,Seed,1-10,"FinTech, Lending, Shipping","London, England, United Kingdom",MARLO is the world's first lending platform for the $100 Billion+ ocean freight industry.,,,"Saravana Sivasankaran, Saul Greenberg",https://www.marlo.online,For Profit,ss@marlo.online,https://www.linkedin.com/company/marlo-technology/,"MARLO provides working capital solutions for shipping companies, connecting them with lenders worldwide.",,2018-07-05,day,,,,"Financial Services, Transportation",Active,2022-02-10,,,,,
Financielle,https://www.crunchbase.com/organization/financielle,,USD,,Private,Pre-Seed,1-10,"Apps, Financial Services, FinTech, Internet of Things","Manchester, Manchester, United Kingdom",Financielle is an app that provides financial information to users for better investment decisions.,,,"Holly Holland, Laura Pomfret",https://www.financielle.co.uk,For Profit,hello@financielle.com,https://www.linkedin.com/company/financielleuk/,"Financielle is a design app for financial services. They provide products that include skill sets, toolkits, and mindsets. Their customers' inquiries are addressed through phone, email, and online applications.",,2018-01-01,year,,,,"Apps, Financial Services, Internet Services, Software",Active,2022-04-28,,,,,
Toocs,https://www.crunchbase.com/organization/toocs,15000,USD,15000,Private,Pre-Seed,1-10,"Last Mile Transportation, Rental, Transportation, Travel","London, England, United Kingdom","Toocs helps people reserve a local e-scooter on its Android or iOS app, ride for a small fee, and leave it at a designated drop-off point.",,,"Mandeep Singh, Navjeet Gill, Ramandeep Kaur",http://toocs.co.in,For Profit,support@toocs.co.in,https://linkedin.com/company/toocs,"Toocs is India’s first e-scooter rental company, we help people reserve a local e-scooter on our Android or iOS app, ride for a small fee, and leave it at a designated drop-off point at the end of the journey. Currently operating a fleet of e-scooters in Chandigarh, India with plans to roll out to more cities soon. Please visit our website for more information.",,2018-11-25,day,15000,USD,15000,"Commerce and Shopping, Transportation, Travel and Tourism",Closed,2018-12-01,,,,,
Chartyn,https://www.crunchbase.com/organization/chartyn,13000,USD,13000,Private,Seed,1-10,"Analytics, Fitness, Hospitality, Restaurants, SaaS, Wellness","London, England, United Kingdom","SaaS startup designed to deliver simple, actionable analytics for SMBs",,,"Daudi Chilongo, Tufool Alnuaimi",http://chartyn.com/,For Profit,hello@chartyn.com,,Chartyn is an economical SaaS tool that delivers actionable business and marketing strategies to SMBs.,,2018-09-07,day,13000,USD,13000,"Data and Analytics, Food and Beverage, Health Care, Software, Sports, Travel and Tourism",Active,2019-10-01,,,,,
Visionalia ltd,https://www.crunchbase.com/organization/visionalia-ltd,100000,EUR,116256,Private,Pre-Seed,1-10,"Analytics, Artificial Intelligence, Education, Music","London, England, United Kingdom",A NEW KIND OF A.I. TO START A MUSIC REVOLUTION,,,Alex Braga,http://www.visionalia.it/,For Profit,,,"Visionalia is owner of A-MINT™, a technology that has been developed to generate a real-time musical accompaniment (on-line mode). Other AI systems that generate music or learn to play music do exist in scientific literature, but unlike others, ours is able to significantly reduce the learning times (a few minutes) and, more importantly, can play in real-time with the human performer and continue its training even when playing, so as to increasingly improve the quality of the ""duet"".",,2018-01-01,year,100000,EUR,116255,"Artificial Intelligence, Data and Analytics, Education, Media and Entertainment, Music and Audio, Science and Engineering, Software",Active,2018-09-12,,,,,
Byzia Corporation,https://www.crunchbase.com/organization/byzia-corporation,15000,EUR,18271,Private,Seed,11-50,"Cyber Security, Information Technology, Internet, Telecommunications, Web Hosting","London, England, United Kingdom",Byzia Corporation is  upcoming company based in UK and successor of Byzia Technology LTD,,,Toni Kovač,https://www.byzia.net,For Profit,info@byzia.net,,,,2018-01-01,year,15000,EUR,18270,"Hardware, Information Technology, Internet Services, Privacy and Security",Closed,2018-01-17,,,,,
Ready Set Marketing,https://www.crunchbase.com/organization/ready-set-marketing,10000,GBP,13673,Private,Pre-Seed,1-10,"Marketing, SaaS, Software","London, England, United Kingdom",Ready Set Marketing is an AI powered marketing tool delivering insightful full-stack MarTech solutions for small to medium marketing teams.,,,"Angel Vargas, Safiya Hassan",https://readysetmarketing.io/,For Profit,hello@readysetmarketing.io,https://www.linkedin.com/in/safiyahassan/,"Ready Set Marketing is an AI powered marketing tool delivering collaborative and insightful full-stack solutions for small to medium marketing teams. We help centralise your CRM data, provide you with predictive insights on your buyer sentiment, engage with your customers via integrations and provide you with simple pain free reporting.  Founded by Safiya Hassan in 2018, she began her career working as a marketing consultant. Safiya noticed drawbacks and inefficiencies in a range of processes, noticing that the current marketing technology solutions hosted a heap of loopholes and operational challenges. As a result RSM, the All-In-One marketing platform was born.  MarTech shouldn’t only be for big businesses, we’re solving that!",,2018-01-01,month,10000,GBP,13673,"Sales and Marketing, Software",Active,2021-01-01,,,,,
Trehane Technology Co.,https://www.crunchbase.com/organization/trehane-technology-co,6000,GBP,8242,Private,Seed,1-10,"Cloud Computing, Cloud Infrastructure, Communications Infrastructure, Internet, Internet of Things, IT Infrastructure, IT Management, Private Cloud, Telecommunications, Unified Communications","Winchester, Hampshire, United Kingdom",Trehane Tech is a managed IT and Cloud solutions provider based in Hampshire.,,,Oscar Trehane,https://trehanetech.co.uk,For Profit,info@trehanetech.co.uk,https://www.linkedin.com/company/trehane-technology-co,"Trehane Tech provides full-service, managed cloud and IT solutions in Hampshire and across the south of England. We aim to solve all of your organisation’s IT problems and frustrations by employing cutting edge solutions, optimising your business processes, and enhancing your efficiency. We tailor our services to the needs of each customer in terms of simplicity, scale and budget. We also believe in providing a friendly and personable service, responding quickly to requests – in person - so you can keep doing what you do best.",,2018-07-11,day,,,,"Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software",Active,2021-03-01,,,,,
Ro5,https://www.crunchbase.com/organization/ro5,,USD,,Private,Seed,11-50,"Artificial Intelligence, Biotechnology, Clinical Trials, Health Care, Machine Learning, Pharmaceutical","London, England, United Kingdom",Biotechnology,,,"Charles Dazler Knuff, Roy Tal, Žygimantas Jočys",https://www.Ro5.ai,For Profit,info@Ro5.ai,https://www.linkedin.com/company/ro5,"In the race to end disease and suffering, Ro5 uses artificial intelligence to cut the time and cost of drug discovery and development pipelines . . . and analytical solutions for clinical trials. For more information: www.ro5.ai",,2018-01-01,year,,,,"Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Active,2020-02-01,,,,,
FilmChain,https://www.crunchbase.com/organization/filmchain,,USD,,Private,Seed,11-50,"FinTech, Media and Entertainment","London, England, United Kingdom","FilmChain is the fintech infrastructure modernising payments in film and TV, and operating a royalties management for enterprises.",,,"Irina Albita, Maria Tanjala",https://filmchain.co/,For Profit,team@filmchain.co,https://www.linkedin.com/company/filmchain/,"In a £267B market, up to 30% of revenues in film&TV go underreported, payments are delayed for years, or may never reach owners. FilmChain fixes these issues with the fintech infrastructure that pays stakeholders in near real-time for independent films and operates a royalties management for enterprises. For independents, FilmChain ensures transparent payments by maintaining transactions on a private Ethereum blockchain ledger and distributing monies ($,€, £) to stakeholders' digital wallets. For enterprises, FilmChain delivers the first-to-market SAAS platform to manage royalties and reports.  FilmChain's clients include double Academy Awards nominated films, clients in Europe, UK, Israel, Australia, North America.",,2018-01-01,year,,,,"Financial Services, Media and Entertainment",Active,2020-08-13,,,,,
